Year,Month,Day,Rain(mm),PET(mm)
2001,8,16,0,6.01921903
2001,8,17,0,5.767008201
2001,8,18,0,5.980071132
2001,8,19,0,6.186809011
2001,8,20,0,5.314435201
2001,8,21,0,5.918077552
2001,8,22,0,6.123916399
2001,8,23,0,5.716963416
2001,8,24,0,6.150017978
2001,8,25,0,7.378035811
2001,8,26,0,7.376067628
2001,8,27,0,6.480784634
2001,8,28,0,5.223893793
2001,8,29,0,5.389174484
2001,8,30,0,5.209425664
2001,8,31,0,5.860071416
2001,9,1,0,6.429352395
2001,9,2,0,5.458209852
2001,9,3,0,6.206302088
2001,9,4,0,5.722592399
2001,9,5,0,6.055584215
2001,9,6,0,5.753071162
2001,9,7,0,6.767429483
2001,9,8,0,5.318222917
2001,9,9,0,5.140451645
2001,9,10,0,5.467110609
2001,9,11,0,5.144283142
2001,9,12,0,5.614941141
2001,9,13,0,5.212475581
2001,9,14,0,4.307902195
2001,9,15,0,4.971494199
2001,9,16,0,5.131682795
2001,9,17,0,5.071902593
2001,9,18,0,5.240831122
2001,9,19,0,5.127767227
2001,9,20,0,4.946940449
2001,9,21,0,5.285241494
2001,9,22,0,5.158846733
2001,9,23,0,5.622261622
2001,9,24,0,5.478882244
2001,9,25,0,4.800758299
2001,9,26,0,4.42696261
2001,9,27,0,4.309365312
2001,9,28,0,4.699978044
2001,9,29,0,4.786736568
2001,9,30,0,3.969592858
2001,10,1,0,4.523448183
2001,10,2,0,5.319873097
2001,10,3,0,5.617616739
2001,10,4,0,4.645223689
2001,10,5,0,4.027307762
2001,10,6,0,3.914235942
2001,10,7,0,4.98922908
2001,10,8,0,5.683499323
2001,10,9,0,3.872038069
2001,10,10,0,3.952324712
2001,10,11,0,4.016224327
2001,10,12,0,4.819344332
2001,10,13,0,3.509473654
2001,10,14,0,4.162169648
2001,10,15,0,4.486670814
2001,10,16,0,3.602551877
2001,10,17,0,3.231201526
2001,10,18,0,3.434741631
2001,10,19,0,3.714953024
2001,10,20,0,4.24829316
2001,10,21,0,3.734457714
2001,10,22,0,2.804429162
2001,10,23,0,3.011118933
2001,10,24,0,3.680734704
2001,10,25,0,2.59097572
2001,10,26,0.1,3.399152334
2001,10,27,3.7,2.613580231
2001,10,28,3.4,1.945113041
2001,10,29,0,2.43000878
2001,10,30,0,2.485370912
2001,10,31,0,2.91957399
2001,11,1,0,3.641402123
2001,11,2,0,3.837352165
2001,11,3,0,3.105259435
2001,11,4,0,2.909039704
2001,11,5,0,3.35633476
2001,11,6,1.3,2.939077225
2001,11,7,0.9,2.342528244
2001,11,8,0,2.515475383
2001,11,9,0,2.526795763
2001,11,10,0,1.985962503
2001,11,11,0,2.290784204
2001,11,12,0,2.773845203
2001,11,13,0,3.201510807
2001,11,14,0,3.843304568
2001,11,15,0,3.447275591
2001,11,16,2.7,2.772817269
2001,11,17,31.9,1.302026592
2001,11,18,0,2.316755721
2001,11,19,0,2.32065125
2001,11,20,0,2.59862837
2001,11,21,13.5,3.646325941
2001,11,22,1.7,1.901005128
2001,11,23,0,1.573517678
2001,11,24,0,2.125934605
2001,11,25,0.4,3.027151547
2001,11,26,0.9,1.894192385
2001,11,27,0,1.501787274
2001,11,28,0,1.969112829
2001,11,29,0,2.002629903
2001,11,30,13,2.253410925
2001,12,1,0,2.16918133
2001,12,2,0,2.708964633
2001,12,3,0.1,2.802676098
2001,12,4,76.4,2.573299473
2001,12,5,24.3,0.803325018
2001,12,6,0,1.555328295
2001,12,7,0,1.916625911
2001,12,8,0,2.662665381
2001,12,9,0,2.071584853
2001,12,10,0,2.114180653
2001,12,11,0,1.97164169
2001,12,12,0,1.867454615
2001,12,13,0,2.042580639
2001,12,14,4.6,1.87302788
2001,12,15,0.7,1.455153476
2001,12,16,0,1.605557515
2001,12,17,0,2.285743167
2001,12,18,4.4,2.119730129
2001,12,19,31.9,1.41300369
2001,12,20,7,0.839524161
2001,12,21,0,1.37412543
2001,12,22,0,1.915144761
2001,12,23,0,1.483604242
2001,12,24,0,1.465101622
2001,12,25,0,1.859476998
2001,12,26,0,2.3971923
2001,12,27,0,2.694948777
2001,12,28,0.1,2.869386852
2001,12,29,0,1.423312924
2001,12,30,0,1.666115537
2001,12,31,0,1.68276707
2002,1,1,0,1.170105865
2002,1,2,8.4,1.63471721
2002,1,3,0.4,2.273051745
2002,1,4,0,1.828201624
2002,1,5,0,1.951195873
2002,1,6,0.7,2.116686286
2002,1,7,32.8,1.087198055
2002,1,8,33,0.538904461
2002,1,9,60,0.484549862
2002,1,10,0.3,1.200748392
2002,1,11,1.2,1.338593979
2002,1,12,2.2,0.756011969
2002,1,13,0,1.042089384
2002,1,14,0,1.452551767
2002,1,15,0,1.82367577
2002,1,16,0,1.615108683
2002,1,17,0,1.735592214
2002,1,18,0,2.704268333
2002,1,19,0,2.171526931
2002,1,20,18,1.499396502
2002,1,21,18.2,1.460771382
2002,1,22,23.2,0.459627609
2002,1,23,0,1.887884392
2002,1,24,0,1.960308614
2002,1,25,0,2.587009714
2002,1,26,0,2.910272425
2002,1,27,2.8,3.253601035
2002,1,28,20.8,1.544269046
2002,1,29,9.7,0.784523837
2002,1,30,0,1.981380387
2002,1,31,0,2.07380992
2002,2,1,0,2.568212302
2002,2,2,0,3.330416634
2002,2,3,0,3.495042348
2002,2,4,0,3.241031862
2002,2,5,0,3.740877334
2002,2,6,0,3.882330615
2002,2,7,0,3.302302255
2002,2,8,0,2.887555871
2002,2,9,0,3.719703616
2002,2,10,12.9,2.763453663
2002,2,11,16.7,3.269860807
2002,2,12,22,1.826590399
2002,2,13,5,1.705518263
2002,2,14,0,1.423988002
2002,2,15,0,1.977567175
2002,2,16,0,2.520433776
2002,2,17,0,2.405894416
2002,2,18,0,2.539121821
2002,2,19,0,3.160907446
2002,2,20,0,2.96421191
2002,2,21,0,3.340574093
2002,2,22,0,4.021793917
2002,2,23,0.6,3.643745362
2002,2,24,0,4.776041597
2002,2,25,0.5,2.50669884
2002,2,26,0,2.346810935
2002,2,27,0,3.011185161
2002,2,28,0,3.809101662
2002,3,1,0,3.787916087
2002,3,2,0,3.790177284
2002,3,3,0,4.310973804
2002,3,4,0,4.089599176
2002,3,5,0,4.078960957
2002,3,6,0,5.178671054
2002,3,7,0,5.472205729
2002,3,8,0,5.060107794
2002,3,9,0,4.639330937
2002,3,10,0,5.409374746
2002,3,11,0,6.168189119
2002,3,12,0,4.84251604
2002,3,13,0,3.392664422
2002,3,14,0.1,2.326182915
2002,3,15,0,2.479705184
2002,3,16,0.2,3.572716189
2002,3,17,0.6,1.956892713
2002,3,18,0,3.431048763
2002,3,19,0.5,3.29671785
2002,3,20,1.2,2.359565908
2002,3,21,6,1.610849617
2002,3,22,0,2.566595393
2002,3,23,0,4.761798082
2002,3,24,0,5.406618807
2002,3,25,0,5.580609699
2002,3,26,0.1,3.658980782
2002,3,27,13.2,2.600530506
2002,3,28,18.8,2.292162158
2002,3,29,19.1,1.835479025
2002,3,30,0,2.411779498
2002,3,31,0.1,2.115928332
2002,4,1,0.2,3.563000028
2002,4,2,44.1,2.176688568
2002,4,3,10.8,1.043747887
2002,4,4,0.7,1.624311426
2002,4,5,0,4.865459667
2002,4,6,0.3,6.489551853
2002,4,7,0,4.79017862
2002,4,8,0,3.700686104
2002,4,9,0,3.884441439
2002,4,10,0,5.084738813
2002,4,11,0,5.293631266
2002,4,12,0,5.870860887
2002,4,13,0,5.53905064
2002,4,14,0,6.289698239
2002,4,15,0,6.328384648
2002,4,16,0,5.856984341
2002,4,17,0,5.317638073
2002,4,18,0,3.738852863
2002,4,19,0,3.572524207
2002,4,20,2.2,3.224450366
2002,4,21,3.6,2.155333575
2002,4,22,0,3.271188304
2002,4,23,0,4.492632544
2002,4,24,0,4.319718038
2002,4,25,0,4.328056509
2002,4,26,0,3.190195587
2002,4,27,0,3.940885364
2002,4,28,0,4.425611172
2002,4,29,0,4.918998239
2002,4,30,0,4.833552103
2002,5,1,0,4.556633725
2002,5,2,0,4.048855971
2002,5,3,0,4.241179253
2002,5,4,0,4.852565851
2002,5,5,0,5.79718772
2002,5,6,0,6.413018126
2002,5,7,0,6.884918511
2002,5,8,0,5.810014401
2002,5,9,0,5.537959383
2002,5,10,0,4.237009686
2002,5,11,0,6.706031873
2002,5,12,0,6.647430104
2002,5,13,0.1,6.904242295
2002,5,14,0.9,6.578414441
2002,5,15,0.5,3.632737987
2002,5,16,0,5.481517333
2002,5,17,0,5.744907719
2002,5,18,0,4.54851966
2002,5,19,0,4.87662161
2002,5,20,0,5.72286765
2002,5,21,0,7.020219985
2002,5,22,0,7.09083213
2002,5,23,0,5.293804447
2002,5,24,0,5.373395371
2002,5,25,0,7.164493835
2002,5,26,0,7.25710215
2002,5,27,0,8.051697777
2002,5,28,0,5.449725258
2002,5,29,0,6.24672719
2002,5,30,0,7.708875985
2002,5,31,0,7.366386607
2002,6,1,0,5.718341244
2002,6,2,0,5.328714419
2002,6,3,0,6.673517275
2002,6,4,0,5.978964839
2002,6,5,0,5.639026431
2002,6,6,0,6.077341122
2002,6,7,0,8.304001585
2002,6,8,0,9.904037899
2002,6,9,0,8.809168509
2002,6,10,0,8.569449256
2002,6,11,0,8.714765672
2002,6,12,0,6.945124496
2002,6,13,0,6.191973608
2002,6,14,0,6.267797155
2002,6,15,0,6.348065634
2002,6,16,0,6.79599251
2002,6,17,0,7.254020305
2002,6,18,0,6.270718513
2002,6,19,0,6.370749195
2002,6,20,0,6.427206177
2002,6,21,0,6.260640745
2002,6,22,0,6.31888706
2002,6,23,0,7.176312701
2002,6,24,0,7.205525188
2002,6,25,0,6.260787606
2002,6,26,0,6.534424131
2002,6,27,0,6.453428479
2002,6,28,0,6.125468467
2002,6,29,0,6.248409273
2002,6,30,0,6.964732175
2002,7,1,0,7.754475177
2002,7,2,0,8.132864361
2002,7,3,0,6.577518494
2002,7,4,0,6.220617864
2002,7,5,0,7.626838228
2002,7,6,0,8.2121049
2002,7,7,0,8.575730863
2002,7,8,0,8.16357668
2002,7,9,0,7.335945609
2002,7,10,0,7.325118174
2002,7,11,0,7.679481361
2002,7,12,0,6.252029444
2002,7,13,0,6.949646631
2002,7,14,0,6.729362404
2002,7,15,0,6.123922161
2002,7,16,0,7.123576487
2002,7,17,0,8.018663537
2002,7,18,0,8.368863055
2002,7,19,0,7.11725029
2002,7,20,0,7.193868497
2002,7,21,0,7.119408619
2002,7,22,0,6.658238964
2002,7,23,0,5.916766999
2002,7,24,0,6.261890246
2002,7,25,0,6.104931
2002,7,26,0,6.992225763
2002,7,27,0,8.089432228
2002,7,28,0,7.391405004
2002,7,29,0,8.517046351
2002,7,30,0,10.34341204
2002,7,31,0,9.96034519
2002,8,1,0,9.957772188
2002,8,2,0,8.945281775
2002,8,3,0,6.892337899
2002,8,4,0,6.173734014
2002,8,5,0,6.348016884
2002,8,6,0,7.282246999
2002,8,7,0,6.90454059
2002,8,8,0,7.040881534
2002,8,9,0,6.767123691
2002,8,10,0,6.355216699
2002,8,11,0,6.844802896
2002,8,12,0,7.204024676
2002,8,13,0,6.798651908
2002,8,14,0,6.415624428
2002,8,15,0,5.996535053
2002,8,16,0,5.014198426
2002,8,17,0,4.759547354
2002,8,18,0,4.328739011
2002,8,19,0,5.152432461
2002,8,20,0,6.076100933
2002,8,21,0,5.782133556
2002,8,22,0,5.69148439
2002,8,23,0,5.811087387
2002,8,24,0,5.990075306
2002,8,25,0,6.073156405
2002,8,26,0,5.939399205
2002,8,27,0,6.016658436
2002,8,28,0,6.293584656
2002,8,29,0,6.719504048
2002,8,30,0,6.467489894
2002,8,31,0,5.88142088
2002,9,1,0,6.495655173
2002,9,2,0,7.053679912
2002,9,3,0,5.553541166
2002,9,4,0,5.084793633
2002,9,5,0,5.310793146
2002,9,6,0,4.351532259
2002,9,7,0,5.146059622
2002,9,8,0,4.963980998
2002,9,9,0,5.33560302
2002,9,10,0,5.887881455
2002,9,11,0,6.303817073
2002,9,12,0,4.931599474
2002,9,13,0,5.263634095
2002,9,14,0,4.923422176
2002,9,15,0,6.708945783
2002,9,16,0,6.90688085
2002,9,17,0,6.81524287
2002,9,18,0,6.899463947
2002,9,19,0,4.45722324
2002,9,20,0,4.554548433
2002,9,21,0,5.544028395
2002,9,22,0,4.901215582
2002,9,23,0,4.849338293
2002,9,24,0,5.023657174
2002,9,25,0,5.769323549
2002,9,26,0,5.33150248
2002,9,27,0,5.82355327
2002,9,28,0,6.920868603
2002,9,29,0,7.017068258
2002,9,30,0,6.780195744
2002,10,1,0,5.47405977
2002,10,2,0,6.274488581
2002,10,3,0,3.411301066
2002,10,4,0,3.743160976
2002,10,5,0,4.257980226
2002,10,6,0,4.273705909
2002,10,7,0,4.192729759
2002,10,8,0,4.272840413
2002,10,9,0,4.0299695
2002,10,10,0,4.360356222
2002,10,11,0,4.515653159
2002,10,12,0,5.541828573
2002,10,13,0,5.407114796
2002,10,14,0.7,4.141992118
2002,10,15,0,4.1559466
2002,10,16,1,3.299893377
2002,10,17,0,3.088234974
2002,10,18,0,3.3815678
2002,10,19,0,3.658818933
2002,10,20,0.6,4.010747829
2002,10,21,0.1,2.984281627
2002,10,22,0,3.896081695
2002,10,23,0,3.980386571
2002,10,24,0,4.604351768
2002,10,25,0,4.153965098
2002,10,26,0,3.736939762
2002,10,27,0,3.722319052
2002,10,28,0,3.479151988
2002,10,29,0,2.584575305
2002,10,30,16,2.897171567
2002,10,31,0,1.927804084
2002,11,1,0,2.610641639
2002,11,2,0,2.997047119
2002,11,3,0,3.606621237
2002,11,4,0,3.003335262
2002,11,5,2.8,2.398846751
2002,11,6,0,2.101432785
2002,11,7,0,3.08744416
2002,11,8,0.1,4.072246087
2002,11,9,0,3.823630643
2002,11,10,0,3.56185371
2002,11,11,0,2.831410703
2002,11,12,0.7,2.790356641
2002,11,13,0,2.361749723
2002,11,14,0,2.133315796
2002,11,15,0,2.730539553
2002,11,16,0,3.506151295
2002,11,17,0,4.298212475
2002,11,18,0,4.585086039
2002,11,19,0,5.129050826
2002,11,20,0,4.59380802
2002,11,21,0,3.658453172
2002,11,22,0,4.020147035
2002,11,23,6.1,2.940913958
2002,11,24,7,1.918649634
2002,11,25,0.1,2.112508346
2002,11,26,0,2.313219312
2002,11,27,0,2.415958295
2002,11,28,0.4,2.268191636
2002,11,29,5.2,2.559871658
2002,11,30,0,1.364944606
2002,12,1,0,1.614353881
2002,12,2,0,1.664104733
2002,12,3,0,2.100413934
2002,12,4,0,2.08395818
2002,12,5,0,2.463022045
2002,12,6,0,2.399020794
2002,12,7,0,1.973850335
2002,12,8,0,2.484680856
2002,12,9,10.3,2.991552911
2002,12,10,14.8,1.840774181
2002,12,11,6.4,0.846342388
2002,12,12,0.1,2.087657389
2002,12,13,0,1.282527856
2002,12,14,0,1.565594209
2002,12,15,0.2,1.392901224
2002,12,16,1.2,0.958321582
2002,12,17,18,0.736578924
2002,12,18,7.6,1.428306761
2002,12,19,9.8,1.33024486
2002,12,20,72.2,1.928403425
2002,12,21,4.2,1.154444032
2002,12,22,0.7,1.002486389
2002,12,23,0.1,1.026894123
2002,12,24,16.8,0.956549023
2002,12,25,15.1,0.654071956
2002,12,26,2.3,0.822456977
2002,12,27,0,1.265894124
2002,12,28,0,1.289342281
2002,12,29,0,1.483841657
2002,12,30,6.8,1.899211429
2002,12,31,0,1.517903184
2003,1,1,0,1.318930515
2003,1,2,0,1.506036655
2003,1,3,21.1,1.108722571
2003,1,4,0,1.116843234
2003,1,5,0,2.616120417
2003,1,6,0,2.658069169
2003,1,7,0,2.168699565
2003,1,8,0,3.030078538
2003,1,9,0,2.103810332
2003,1,10,0,2.001221381
2003,1,11,0,3.500464976
2003,1,12,0,3.951343137
2003,1,13,0,3.341263566
2003,1,14,7,1.129096581
2003,1,15,6,0.976298815
2003,1,16,0,1.443363636
2003,1,17,0.2,1.668429465
2003,1,18,1.1,0.811265863
2003,1,19,6.2,1.12120044
2003,1,20,19.3,0.907194101
2003,1,21,13.6,1.058429919
2003,1,22,13.8,0.975800437
2003,1,23,0,1.434331676
2003,1,24,0,1.761991344
2003,1,25,0,2.388458031
2003,1,26,0,2.726484051
2003,1,27,0,2.469687387
2003,1,28,0,2.504530583
2003,1,29,2.1,2.207098419
2003,1,30,0,1.944856255
2003,1,31,0,2.918189365
2003,2,1,0,2.673538859
2003,2,2,0,3.323762604
2003,2,3,0,3.297156733
2003,2,4,19.2,2.383168438
2003,2,5,0,1.888823595
2003,2,6,0,2.60039594
2003,2,7,0,2.934891542
2003,2,8,17.2,3.20964585
2003,2,9,3.6,0.835602075
2003,2,10,0.8,1.112312746
2003,2,11,0.2,1.975869018
2003,2,12,3,1.715582441
2003,2,13,32,2.831635734
2003,2,14,12.8,0.862787709
2003,2,15,7.8,0.870504642
2003,2,16,0,1.787364579
2003,2,17,0.4,2.866929223
2003,2,18,7.4,4.04702113
2003,2,19,23.9,2.598885483
2003,2,20,22.4,1.738154128
2003,2,21,10.3,2.218526671
2003,2,22,6.9,1.142025681
2003,2,23,4,2.2799666
2003,2,24,36.8,2.157293566
2003,2,25,89.4,0.669107351
2003,2,26,18.8,0.924955085
2003,2,27,12.2,1.242039701
2003,2,28,0,1.848558278
2003,3,1,0,2.991289373
2003,3,2,0,3.812314866
2003,3,3,1.8,3.20126208
2003,3,4,0,2.242166459
2003,3,5,0,2.911247084
2003,3,6,5,2.953565433
2003,3,7,0.1,1.77834605
2003,3,8,0,3.325462965
2003,3,9,0,2.984270345
2003,3,10,0,1.591634804
2003,3,11,1.3,2.080299422
2003,3,12,29.4,1.216139495
2003,3,13,1.3,0.990047762
2003,3,14,0,2.927788148
2003,3,15,0,4.038768369
2003,3,16,0,3.806215478
2003,3,17,0,3.071143712
2003,3,18,41,3.903373843
2003,3,19,9.9,1.738727962
2003,3,20,6.8,1.159271965
2003,3,21,3.3,1.184604654
2003,3,22,1.2,2.181726253
2003,3,23,0,1.869380801
2003,3,24,17.9,1.734336991
2003,3,25,30.6,1.632676893
2003,3,26,1.6,0.869610321
2003,3,27,0,2.554722163
2003,3,28,0,3.564143412
2003,3,29,0,3.040439256
2003,3,30,0,3.31194463
2003,3,31,0,3.728928221
2003,4,1,0,4.257562441
2003,4,2,0,4.955591147
2003,4,3,0,5.963350435
2003,4,4,0,6.337118294
2003,4,5,0,7.37970713
2003,4,6,0,6.439395666
2003,4,7,0,4.261995746
2003,4,8,0,5.501655156
2003,4,9,0,4.562090953
2003,4,10,0,3.755237669
2003,4,11,0,4.884820233
2003,4,12,0,5.046184561
2003,4,13,0,5.062122238
2003,4,14,0.8,4.879635527
2003,4,15,0,3.274642145
2003,4,16,0,2.510609841
2003,4,17,0,5.266902191
2003,4,18,0,6.193451556
2003,4,19,0.9,5.897059295
2003,4,20,3.5,3.546229513
2003,4,21,1.7,2.170827497
2003,4,22,0,2.582875041
2003,4,23,0,5.482597918
2003,4,24,0,6.846592039
2003,4,25,0,7.091978169
2003,4,26,6.9,3.228388095
2003,4,27,6.6,2.089669568
2003,4,28,0,3.414722047
2003,4,29,0,4.952091215
2003,4,30,0,6.175024356
2003,5,1,0,7.274230565
2003,5,2,0,8.514362752
2003,5,3,0,8.59493921
2003,5,4,0,8.281074931
2003,5,5,0,7.386584525
2003,5,6,0,7.581713734
2003,5,7,0,7.596494141
2003,5,8,0,8.468115754
2003,5,9,0,8.794868798
2003,5,10,0,8.873652914
2003,5,11,0,8.650733373
2003,5,12,0,7.870414642
2003,5,13,0,8.006752077
2003,5,14,0,8.655542811
2003,5,15,0,7.884253175
2003,5,16,0,7.273203626
2003,5,17,0,8.493615655
2003,5,18,0,7.360931052
2003,5,19,0,7.291358023
2003,5,20,0,6.944635858
2003,5,21,0,6.546442236
2003,5,22,0,5.908199166
2003,5,23,0,6.79170115
2003,5,24,0,7.870480089
2003,5,25,0,6.354238394
2003,5,26,0,7.428164316
2003,5,27,0,5.214752673
2003,5,28,0,5.730863025
2003,5,29,0.1,7.299067269
2003,5,30,0,7.274543062
2003,5,31,0,5.168084139
2003,6,1,0,5.623992089
2003,6,2,0,5.484316078
2003,6,3,0,6.422926709
2003,6,4,0,6.086669756
2003,6,5,0,7.351230519
2003,6,6,0,8.046057882
2003,6,7,0,7.167802639
2003,6,8,0,7.507010998
2003,6,9,0,7.288114684
2003,6,10,0,7.525080474
2003,6,11,0,6.827781929
2003,6,12,0,5.879405433
2003,6,13,0,5.592261475
2003,6,14,0,5.627382483
2003,6,15,0,6.902375408
2003,6,16,0,7.883911256
2003,6,17,0,8.395073979
2003,6,18,0,8.121221932
2003,6,19,0,7.007572578
2003,6,20,0,6.510657512
2003,6,21,0,6.198130806
2003,6,22,0,6.520674404
2003,6,23,0,5.620240561
2003,6,24,0,7.039177129
2003,6,25,0,8.0062518
2003,6,26,0,7.840773718
2003,6,27,0,8.126591277
2003,6,28,0,8.03019852
2003,6,29,0,8.24528013
2003,6,30,0,7.749645648
2003,7,1,0,6.357237
2003,7,2,0,7.181197154
2003,7,3,0,8.42334054
2003,7,4,0,8.679364564
2003,7,5,0,8.64595009
2003,7,6,0,8.391387989
2003,7,7,0,9.014231305
2003,7,8,0,6.214533656
2003,7,9,0,5.724184097
2003,7,10,0,5.910734963
2003,7,11,0,6.195928395
2003,7,12,0,6.920211703
2003,7,13,0,6.750948176
2003,7,14,0,6.402010349
2003,7,15,0,6.496824639
2003,7,16,0,6.486128534
2003,7,17,0,7.131825292
2003,7,18,0,7.382121189
2003,7,19,0,7.434797686
2003,7,20,0,7.79890864
2003,7,21,0,8.305168809
2003,7,22,0,6.319445925
2003,7,23,0,6.275572736
2003,7,24,0,6.098451895
2003,7,25,0,6.808814715
2003,7,26,0,6.86833015
2003,7,27,0,6.297492828
2003,7,28,0,6.521916771
2003,7,29,0,6.39075958
2003,7,30,0,6.906938768
2003,7,31,0,7.635058791
2003,8,1,0,7.677179877
2003,8,2,0,8.119755577
2003,8,3,0,7.087629273
2003,8,4,0,6.81590344
2003,8,5,0,6.509365301
2003,8,6,0,6.286179918
2003,8,7,0,6.080046525
2003,8,8,0,6.727017425
2003,8,9,0,6.362907181
2003,8,10,0,6.422547746
2003,8,11,0,5.990922872
2003,8,12,0,6.649319576
2003,8,13,0,6.24815893
2003,8,14,0,6.239858021
2003,8,15,0,6.667781387
2003,8,16,0,6.783673127
2003,8,17,0,7.179172991
2003,8,18,0,7.088350587
2003,8,19,0,7.068827576
2003,8,20,0,6.602041785
2003,8,21,0,5.860276398
2003,8,22,0,6.280223588
2003,8,23,0,6.755863009
2003,8,24,0,6.70544541
2003,8,25,0,6.955904832
2003,8,26,0,7.237324657
2003,8,27,0,5.838782348
2003,8,28,0,6.058669941
2003,8,29,0,6.197441295
2003,8,30,0,6.720550079
2003,8,31,0,5.975473981
2003,9,1,0,5.956689901
2003,9,2,0,6.750600613
2003,9,3,0,7.334428535
2003,9,4,0,5.959221217
2003,9,5,0,5.068055274
2003,9,6,0,5.108081212
2003,9,7,0,5.39842011
2003,9,8,0,6.333919528
2003,9,9,0,5.769594817
2003,9,10,0,5.892233655
2003,9,11,0,6.472993014
2003,9,12,0,7.608030321
2003,9,13,0,5.026398015
2003,9,14,0,5.355394326
2003,9,15,0,5.180655279
2003,9,16,0,5.361353612
2003,9,17,0,5.580357382
2003,9,18,0,5.409786039
2003,9,19,0,4.71282532
2003,9,20,0,5.050183057
2003,9,21,0,5.410391463
2003,9,22,0,5.373961443
2003,9,23,0,4.685254381
2003,9,24,0,4.961101062
2003,9,25,0,5.071189128
2003,9,26,0,4.764629212
2003,9,27,0,4.35746071
2003,9,28,0,3.858802795
2003,9,29,0,3.761197158
2003,9,30,0,4.054486994
2003,10,1,0,3.796232893
2003,10,2,0,3.553610025
2003,10,3,0,3.442767389
2003,10,4,0,3.831029912
2003,10,5,0,5.055712139
2003,10,6,0,5.667852
2003,10,7,0,5.171626667
2003,10,8,0,4.922585804
2003,10,9,0,5.007741083
2003,10,10,0,4.736313131
2003,10,11,0,3.474047392
2003,10,12,0,3.698697346
2003,10,13,0,3.902410788
2003,10,14,0,3.95052051
2003,10,15,0,3.404791778
2003,10,16,0,3.481758655
2003,10,17,0,3.78287161
2003,10,18,0,3.45880651
2003,10,19,0,3.641911026
2003,10,20,0,4.280977953
2003,10,21,0,4.760687819
2003,10,22,0,4.978204383
2003,10,23,0,4.614972471
2003,10,24,0,4.828955567
2003,10,25,0,4.644916734
2003,10,26,0,4.26602799
2003,10,27,0,4.160475443
2003,10,28,3.5,4.00552606
2003,10,29,1.9,4.528004907
2003,10,30,0,2.499695654
2003,10,31,0,3.124724532
2003,11,1,0,4.01304641
2003,11,2,0,3.875644969
2003,11,3,0,4.223364436
2003,11,4,0,4.36512175
2003,11,5,0,3.945178359
2003,11,6,0,3.264336088
2003,11,7,0,3.369849002
2003,11,8,0,2.395007615
2003,11,9,0,2.085852599
2003,11,10,21.4,2.24598413
2003,11,11,0.2,2.175419345
2003,11,12,0,1.617412353
2003,11,13,0,2.233888608
2003,11,14,0,2.482938791
2003,11,15,0,2.63080221
2003,11,16,0,2.103720694
2003,11,17,0,2.743716472
2003,11,18,0,2.647699076
2003,11,19,0,2.240559844
2003,11,20,0,2.29880448
2003,11,21,0,2.595822222
2003,11,22,0,3.492237772
2003,11,23,0.3,4.129605046
2003,11,24,0.3,2.400724243
2003,11,25,0,1.47194773
2003,11,26,0,1.614131695
2003,11,27,0,1.635824881
2003,11,28,0,1.372512371
2003,11,29,0,1.424044723
2003,11,30,0,1.977016908
2003,12,1,2,2.062697807
2003,12,2,5.8,0.961265664
2003,12,3,1.1,1.273640308
2003,12,4,33.8,0.92025249
2003,12,5,0.8,1.083358682
2003,12,6,9.3,1.066692746
2003,12,7,0,2.06109056
2003,12,8,0,2.125410753
2003,12,9,0,2.403568964
2003,12,10,0,2.096908266
2003,12,11,0,2.492973384
2003,12,12,0,2.384011448
2003,12,13,0,2.822519495
2003,12,14,6.7,2.690183153
2003,12,15,0,1.954279978
2003,12,16,0,2.118525624
2003,12,17,0,2.676744929
2003,12,18,37.2,2.68598106
2003,12,19,30.6,0.500582962
2003,12,20,0,0.781412304
2003,12,21,0,1.516639369
2003,12,22,0,1.48326032
2003,12,23,0,1.129050812
2003,12,24,0,1.078791208
2003,12,25,0,1.511070796
2003,12,26,0,2.021265747
2003,12,27,8.8,2.821425707
2003,12,28,0.1,1.6039322
2003,12,29,0,1.596971656
2003,12,30,0,2.479054648
2003,12,31,0,2.221382585
2004,1,1,0,1.465878304
2004,1,2,0.1,2.154135383
2004,1,3,0,2.419846195
2004,1,4,0,2.448219621
2004,1,5,0,3.3322905
2004,1,6,0,1.8461699
2004,1,7,30.8,1.312816082
2004,1,8,19.7,0.775038419
2004,1,9,0,1.223703678
2004,1,10,0.1,1.37110737
2004,1,11,0,1.539637202
2004,1,12,12,1.561234275
2004,1,13,16.5,1.025354394
2004,1,14,19.7,0.649716289
2004,1,15,0,1.418309467
2004,1,16,0,1.726394295
2004,1,17,0.2,1.447233015
2004,1,18,0,1.464312132
2004,1,19,0,1.96231779
2004,1,20,0,2.150513573
2004,1,21,0.3,1.711774285
2004,1,22,8.4,2.182324165
2004,1,23,0,2.604872348
2004,1,24,0,2.726295704
2004,1,25,9.3,2.133133635
2004,1,26,7.1,1.656673829
2004,1,27,11.6,1.531702062
2004,1,28,0,1.211775622
2004,1,29,0,2.400768238
2004,1,30,0,2.5217205
2004,1,31,15.3,2.046925866
2004,2,1,4.2,1.473122839
2004,2,2,0.1,1.818931976
2004,2,3,0,1.801178181
2004,2,4,5.4,1.934335408
2004,2,5,0.6,1.44875522
2004,2,6,0,1.478503134
2004,2,7,0.1,1.285342839
2004,2,8,0,2.067644871
2004,2,9,0,2.702688157
2004,2,10,0.1,2.386684897
2004,2,11,3.1,1.893955381
